GO.ID,Term,Annotated,Significant,Expected,classic
GO:0009185,ribonucleoside diphosphate metabolic pro...,1,0,0,1.00000
GO:0009199,ribonucleoside triphosphate metabolic pr...,2,0,0,1.00000
GO:0009201,ribonucleoside triphosphate biosynthetic...,1,0,0,1.00000
GO:0009205,purine ribonucleoside triphosphate metab...,2,0,0,1.00000
GO:0009206,purine ribonucleoside triphosphate biosy...,1,0,0,1.00000
GO:0009259,ribonucleotide metabolic process,2,0,0,1.00000
GO:0009260,ribonucleotide biosynthetic process,1,0,0,1.00000
GO:0009267,cellular response to starvation,3,0,0,1.00000
GO:0009306,protein secretion,1,0,0,1.00000
GO:0009314,response to radiation,2,0,0,1.00000
GO:0009411,response to UV,2,0,0,1.00000
GO:0009416,response to light stimulus,2,0,0,1.00000
GO:0009566,fertilization,2,0,0,1.00000
GO:0009605,response to external stimulus,20,0,0.01,1.00000
GO:0009607,response to biotic stimulus,12,0,0.01,1.00000
GO:0009611,response to wounding,38,0,0.03,1.00000
GO:0009615,response to virus,12,0,0.01,1.00000
GO:0009628,response to abiotic stimulus,5,0,0,1.00000
GO:0009636,response to toxic substance,7,0,0,1.00000
GO:0009653,anatomical structure morphogenesis,74,0,0.05,1.00000
GO:0009719,response to endogenous stimulus,11,0,0.01,1.00000
GO:0009725,response to hormone,4,0,0,1.00000
GO:0009755,hormone-mediated signaling pathway,3,0,0,1.00000
GO:0009790,embryo development,15,0,0.01,1.00000
GO:0009792,embryo development ending in birth or eg...,13,0,0.01,1.00000
GO:0009798,axis specification,13,0,0.01,1.00000
GO:0009799,specification of symmetry,1,0,0,1.00000
GO:0009855,determination of bilateral symmetry,1,0,0,1.00000
GO:0009880,embryonic pattern specification,13,0,0.01,1.00000
GO:0009887,animal organ morphogenesis,5,0,0,1.00000
GO:0009888,tissue development,31,0,0.02,1.00000
GO:0009889,regulation of biosynthetic process,37,0,0.03,1.00000
GO:0009890,negative regulation of biosynthetic proc...,10,0,0.01,1.00000
GO:0009891,positive regulation of biosynthetic proc...,16,0,0.01,1.00000
GO:0009892,negative regulation of metabolic process,26,0,0.02,1.00000
GO:0009893,positive regulation of metabolic process,47,0,0.03,1.00000
GO:0009894,regulation of catabolic process,7,0,0,1.00000
GO:0009895,negative regulation of catabolic process,2,0,0,1.00000
GO:0009896,positive regulation of catabolic process,3,0,0,1.00000
GO:0009913,epidermal cell differentiation,1,0,0,1.00000
GO:0009914,hormone transport,2,0,0,1.00000
GO:0009948,anterior/posterior axis specification,2,0,0,1.00000
GO:0009952,anterior/posterior pattern specification,13,0,0.01,1.00000
GO:0009953,dorsal/ventral pattern formation,1,0,0,1.00000
GO:0009966,regulation of signal transduction,57,0,0.04,1.00000
GO:0009967,positive regulation of signal transducti...,37,0,0.03,1.00000
GO:0009968,negative regulation of signal transducti...,2,0,0,1.00000
GO:0009991,response to extracellular stimulus,4,0,0,1.00000
GO:0010001,glial cell differentiation,3,0,0,1.00000
GO:0010033,response to organic substance,25,0,0.02,1.00000
GO:0010035,response to inorganic substance,7,0,0,1.00000
GO:0010225,response to UV-C,1,0,0,1.00000
GO:0010243,response to organonitrogen compound,3,0,0,1.00000
GO:0010256,endomembrane system organization,3,0,0,1.00000
GO:0010257,NADH dehydrogenase complex assembly,1,0,0,1.00000
GO:0010310,regulation of hydrogen peroxide metaboli...,3,0,0,1.00000
GO:0010421,hydrogen peroxide-mediated programmed ce...,3,0,0,1.00000
GO:0010466,negative regulation of peptidase activit...,10,0,0.01,1.00000
GO:0010467,gene expression,75,0,0.05,1.00000
GO:0010468,regulation of gene expression,48,0,0.03,1.00000
GO:0010469,regulation of signaling receptor activit...,3,0,0,1.00000
GO:0010498,proteasomal protein catabolic process,4,0,0,1.00000
GO:0010506,regulation of autophagy,3,0,0,1.00000
GO:0010508,positive regulation of autophagy,3,0,0,1.00000
GO:0010556,regulation of macromolecule biosynthetic...,36,0,0.02,1.00000
GO:0010557,positive regulation of macromolecule bio...,16,0,0.01,1.00000
GO:0010558,negative regulation of macromolecule bio...,10,0,0.01,1.00000
GO:0010562,positive regulation of phosphorus metabo...,24,0,0.02,1.00000
GO:0010563,negative regulation of phosphorus metabo...,3,0,0,1.00000
GO:0010564,regulation of cell cycle process,3,0,0,1.00000
GO:0010565,regulation of cellular ketone metabolic ...,1,0,0,1.00000
GO:0010604,positive regulation of macromolecule met...,47,0,0.03,1.00000
GO:0010605,negative regulation of macromolecule met...,26,0,0.02,1.00000
GO:0010611,regulation of cardiac muscle hypertrophy,2,0,0,1.00000
GO:0010614,negative regulation of cardiac muscle hy...,2,0,0,1.00000
GO:0010623,programmed cell death involved in cell d...,1,0,0,1.00000
GO:0010628,positive regulation of gene expression,12,0,0.01,1.00000
GO:0010629,negative regulation of gene expression,23,0,0.02,1.00000
GO:0010631,epithelial cell migration,3,0,0,1.00000
GO:0010632,regulation of epithelial cell migration,3,0,0,1.00000
GO:0010634,positive regulation of epithelial cell m...,3,0,0,1.00000
GO:0010638,positive regulation of organelle organiz...,40,0,0.03,1.00000
GO:0010639,negative regulation of organelle organiz...,46,0,0.03,1.00000
GO:0010646,regulation of cell communication,58,0,0.04,1.00000
GO:0010647,positive regulation of cell communicatio...,38,0,0.03,1.00000
GO:0010648,negative regulation of cell communicatio...,2,0,0,1.00000
GO:0010657,muscle cell apoptotic process,3,0,0,1.00000
GO:0010658,striated muscle cell apoptotic process,3,0,0,1.00000
GO:0010659,cardiac muscle cell apoptotic process,3,0,0,1.00000
GO:0010660,regulation of muscle cell apoptotic proc...,3,0,0,1.00000
GO:0010661,positive regulation of muscle cell apopt...,3,0,0,1.00000
GO:0010662,regulation of striated muscle cell apopt...,3,0,0,1.00000
GO:0010663,positive regulation of striated muscle c...,3,0,0,1.00000
GO:0010665,regulation of cardiac muscle cell apopto...,3,0,0,1.00000
GO:0010666,positive regulation of cardiac muscle ce...,3,0,0,1.00000
GO:0010717,regulation of epithelial to mesenchymal ...,2,0,0,1.00000
GO:0010718,positive regulation of epithelial to mes...,2,0,0,1.00000
GO:0010720,positive regulation of cell development,45,0,0.03,1.00000
GO:0010721,negative regulation of cell development,2,0,0,1.00000
GO:0010727,negative regulation of hydrogen peroxide...,3,0,0,1.00000
GO:0010769,regulation of cell morphogenesis involve...,34,0,0.02,1.00000
GO:0010770,positive regulation of cell morphogenesi...,34,0,0.02,1.00000
GO:0010799,regulation of peptidyl-threonine phospho...,1,0,0,1.00000
GO:0010800,positive regulation of peptidyl-threonin...,1,0,0,1.00000
GO:0010803,regulation of tumor necrosis factor-medi...,9,0,0.01,1.00000
GO:0010810,regulation of cell-substrate adhesion,34,0,0.02,1.00000
GO:0010811,positive regulation of cell-substrate ad...,34,0,0.02,1.00000
GO:0010817,regulation of hormone levels,2,0,0,1.00000
GO:0010821,regulation of mitochondrion organization,3,0,0,1.00000
GO:0010822,positive regulation of mitochondrion org...,3,0,0,1.00000
GO:0010833,telomere maintenance via telomere length...,1,0,0,1.00000
GO:0010862,positive regulation of pathway-restricte...,2,0,0,1.00000
GO:0010869,regulation of receptor biosynthetic proc...,3,0,0,1.00000
GO:0010870,positive regulation of receptor biosynth...,3,0,0,1.00000
GO:0010927,cellular component assembly involved in ...,2,0,0,1.00000
GO:0010939,regulation of necrotic cell death,10,0,0.01,1.00000
GO:0010942,positive regulation of cell death,8,0,0.01,1.00000
GO:0010948,negative regulation of cell cycle proces...,2,0,0,1.00000
GO:0010950,positive regulation of endopeptidase act...,5,0,0,1.00000
GO:0010951,negative regulation of endopeptidase act...,10,0,0.01,1.00000
GO:0010952,positive regulation of peptidase activit...,5,0,0,1.00000
GO:0010955,negative regulation of protein processin...,10,0,0.01,1.00000
GO:0010965,regulation of mitotic sister chromatid s...,2,0,0,1.00000
GO:0010970,transport along microtubule,7,0,0,1.00000
GO:0010975,regulation of neuron projection developm...,11,0,0.01,1.00000
GO:0010976,positive regulation of neuron projection...,11,0,0.01,1.00000
GO:0014020,primary neural tube formation,11,0,0.01,1.00000
GO:0014033,neural crest cell differentiation,2,0,0,1.00000
GO:0014070,response to organic cyclic compound,4,0,0,1.00000
GO:0014706,striated muscle tissue development,2,0,0,1.00000
GO:0014741,negative regulation of muscle hypertroph...,2,0,0,1.00000
GO:0014743,regulation of muscle hypertrophy,2,0,0,1.00000
GO:0014896,muscle hypertrophy,2,0,0,1.00000
GO:0014897,striated muscle hypertrophy,2,0,0,1.00000
GO:0015012,heparan sulfate proteoglycan biosyntheti...,1,0,0,1.00000
GO:0015031,protein transport,24,0,0.02,1.00000
GO:0015711,organic anion transport,3,0,0,1.00000
GO:0015802,basic amino acid transport,3,0,0,1.00000
GO:0015809,arginine transport,3,0,0,1.00000
GO:0015833,peptide transport,24,0,0.02,1.00000
GO:0015849,organic acid transport,3,0,0,1.00000
GO:0015980,energy derivation by oxidation of organi...,2,0,0,1.00000
GO:0016032,viral process,2,0,0,1.00000
GO:0016043,cellular component organization,101,0,0.07,1.00000
GO:0016049,cell growth,16,0,0.01,1.00000
GO:0016050,vesicle organization,1,0,0,1.00000
GO:0016052,carbohydrate catabolic process,1,0,0,1.00000
GO:0016053,organic acid biosynthetic process,2,0,0,1.00000
GO:0016064,immunoglobulin mediated immune response,2,0,0,1.00000
GO:0016070,RNA metabolic process,64,0,0.04,1.00000
GO:0016071,mRNA metabolic process,10,0,0.01,1.00000
GO:0016072,rRNA metabolic process,2,0,0,1.00000
GO:0016192,vesicle-mediated transport,46,0,0.03,1.00000
GO:0016198,axon choice point recognition,1,0,0,1.00000
GO:0016199,axon midline choice point recognition,1,0,0,1.00000
GO:0016202,regulation of striated muscle tissue dev...,2,0,0,1.00000
GO:0016233,telomere capping,1,0,0,1.00000
GO:0016236,macroautophagy,3,0,0,1.00000
GO:0016239,positive regulation of macroautophagy,3,0,0,1.00000
GO:0016241,regulation of macroautophagy,3,0,0,1.00000
GO:0016310,phosphorylation,25,0,0.02,1.00000
GO:0016319,mushroom body development,5,0,0,1.00000
GO:0016321,female meiosis chromosome segregation,2,0,0,1.00000
GO:0016331,morphogenesis of embryonic epithelium,11,0,0.01,1.00000
GO:0016358,dendrite development,14,0,0.01,1.00000
GO:0016444,somatic cell DNA recombination,2,0,0,1.00000
GO:0016445,somatic diversification of immunoglobuli...,2,0,0,1.00000
GO:0016446,somatic hypermutation of immunoglobulin ...,2,0,0,1.00000
GO:0016447,somatic recombination of immunoglobulin ...,2,0,0,1.00000
GO:0016477,cell migration,46,0,0.03,1.00000
GO:0016485,protein processing,10,0,0.01,1.00000
GO:0016567,protein ubiquitination,14,0,0.01,1.00000
GO:0016569,covalent chromatin modification,5,0,0,1.00000
GO:0016570,histone modification,5,0,0,1.00000
GO:0016571,histone methylation,2,0,0,1.00000
GO:0016573,histone acetylation,2,0,0,1.00000
GO:0016575,histone deacetylation,3,0,0,1.00000
GO:0016579,protein deubiquitination,11,0,0.01,1.00000
GO:0016601,Rac protein signal transduction,4,0,0,1.00000
GO:0016999,antibiotic metabolic process,3,0,0,1.00000
GO:0017015,regulation of transforming growth factor...,4,0,0,1.00000
GO:0017144,drug metabolic process,5,0,0,1.00000
GO:0018022,peptidyl-lysine methylation,2,0,0,1.00000
GO:0018107,peptidyl-threonine phosphorylation,1,0,0,1.00000
GO:0018130,heterocycle biosynthetic process,54,0,0.04,1.00000
GO:0018193,peptidyl-amino acid modification,6,0,0,1.00000
GO:0018205,peptidyl-lysine modification,5,0,0,1.00000
GO:0018210,peptidyl-threonine modification,1,0,0,1.00000
GO:0018393,internal peptidyl-lysine acetylation,2,0,0,1.00000
GO:0018394,peptidyl-lysine acetylation,2,0,0,1.00000
GO:0018992,germ-line sex determination,1,0,0,1.00000
GO:0019100,male germ-line sex determination,1,0,0,1.00000
GO:0019216,regulation of lipid metabolic process,1,0,0,1.00000
GO:0019217,regulation of fatty acid metabolic proce...,1,0,0,1.00000
GO:0019219,regulation of nucleobase-containing comp...,40,0,0.03,1.00000
GO:0019220,regulation of phosphate metabolic proces...,24,0,0.02,1.00000
GO:0019221,cytokine-mediated signaling pathway,11,0,0.01,1.00000
GO:0019222,regulation of metabolic process,71,0,0.05,1.00000
GO:0019318,hexose metabolic process,3,0,0,1.00000
GO:0019321,pentose metabolic process,1,0,0,1.00000
GO:0019359,nicotinamide nucleotide biosynthetic pro...,1,0,0,1.00000
GO:0019362,pyridine nucleotide metabolic process,1,0,0,1.00000
GO:0019363,pyridine nucleotide biosynthetic process,1,0,0,1.00000
GO:0019374,galactolipid metabolic process,3,0,0,1.00000
GO:0019438,aromatic compound biosynthetic process,54,0,0.04,1.00000
GO:0019439,aromatic compound catabolic process,5,0,0,1.00000
GO:0019538,protein metabolic process,47,0,0.03,1.00000
GO:0019637,organophosphate metabolic process,5,0,0,1.00000
GO:0019693,ribose phosphate metabolic process,2,0,0,1.00000
GO:0019724,B cell mediated immunity,2,0,0,1.00000
GO:0019725,cellular homeostasis,10,0,0.01,1.00000
GO:0019752,carboxylic acid metabolic process,2,0,0,1.00000
GO:0019827,stem cell population maintenance,2,0,0,1.00000
GO:0019941,modification-dependent protein catabolic...,7,0,0,1.00000
GO:0019953,sexual reproduction,16,0,0.01,1.00000
GO:0021915,neural tube development,11,0,0.01,1.00000
GO:0022008,neurogenesis,30,0,0.02,1.00000
GO:0022402,cell cycle process,13,0,0.01,1.00000
GO:0022404,molting cycle process,2,0,0,1.00000
GO:0022405,hair cycle process,2,0,0,1.00000
GO:0022411,cellular component disassembly,43,0,0.03,1.00000
GO:0022412,cellular process involved in reproductio...,4,0,0,1.00000
GO:0022414,reproductive process,17,0,0.01,1.00000
GO:0022603,regulation of anatomical structure morph...,36,0,0.02,1.00000
GO:0022604,regulation of cell morphogenesis,34,0,0.02,1.00000
GO:0022607,cellular component assembly,77,0,0.05,1.00000
GO:0022610,biological adhesion,54,0,0.04,1.00000
GO:0022612,gland morphogenesis,1,0,0,1.00000
GO:0022613,ribonucleoprotein complex biogenesis,3,0,0,1.00000
GO:0022618,ribonucleoprotein complex assembly,1,0,0,1.00000
GO:0022900,electron transport chain,1,0,0,1.00000
GO:0022904,respiratory electron transport chain,1,0,0,1.00000
GO:0023014,signal transduction by protein phosphory...,23,0,0.02,1.00000
GO:0023051,regulation of signaling,58,0,0.04,1.00000
GO:0023052,signaling,78,0,0.05,1.00000
GO:0023056,positive regulation of signaling,38,0,0.03,1.00000
GO:0023057,negative regulation of signaling,2,0,0,1.00000
GO:0023061,signal release,2,0,0,1.00000
GO:0030003,cellular cation homeostasis,8,0,0.01,1.00000
GO:0030004,cellular monovalent inorganic cation hom...,3,0,0,1.00000
GO:0030029,actin filament-based process,60,0,0.04,1.00000
GO:0030030,cell projection organization,65,0,0.04,1.00000
GO:0030031,cell projection assembly,52,0,0.04,1.00000
GO:0030032,lamellipodium assembly,34,0,0.02,1.00000
GO:0030036,actin cytoskeleton organization,60,0,0.04,1.00000
GO:0030038,contractile actin filament bundle assemb...,34,0,0.02,1.00000
GO:0030041,actin filament polymerization,46,0,0.03,1.00000
GO:0030042,actin filament depolymerization,35,0,0.02,1.00000
GO:0030071,regulation of mitotic metaphase/anaphase...,2,0,0,1.00000
GO:0030097,hemopoiesis,2,0,0,1.00000
GO:0030098,lymphocyte differentiation,1,0,0,1.00000
GO:0030099,myeloid cell differentiation,1,0,0,1.00000
GO:0030154,cell differentiation,87,0,0.06,1.00000
GO:0030155,regulation of cell adhesion,41,0,0.03,1.00000
GO:0030162,regulation of proteolysis,18,0,0.01,1.00000
GO:0030163,protein catabolic process,7,0,0,1.00000
GO:0030166,proteoglycan biosynthetic process,1,0,0,1.00000
GO:0030168,platelet activation,1,0,0,1.00000
GO:0030182,neuron differentiation,27,0,0.02,1.00000
GO:0030198,extracellular matrix organization,3,0,0,1.00000
GO:0030201,heparan sulfate proteoglycan metabolic p...,1,0,0,1.00000
GO:0030203,glycosaminoglycan metabolic process,1,0,0,1.00000
GO:0030204,chondroitin sulfate metabolic process,1,0,0,1.00000
GO:0030206,chondroitin sulfate biosynthetic process,1,0,0,1.00000
GO:0030216,keratinocyte differentiation,1,0,0,1.00000
GO:0030217,T cell differentiation,1,0,0,1.00000
GO:0030218,erythrocyte differentiation,1,0,0,1.00000
GO:0030238,male sex determination,1,0,0,1.00000
GO:0030239,myofibril assembly,2,0,0,1.00000
GO:0030261,chromosome condensation,1,0,0,1.00000
GO:0030262,apoptotic nuclear changes,1,0,0,1.00000
GO:0030308,negative regulation of cell growth,2,0,0,1.00000
GO:0030326,embryonic limb morphogenesis,2,0,0,1.00000
GO:0030334,regulation of cell migration,45,0,0.03,1.00000
GO:0030335,positive regulation of cell migration,37,0,0.03,1.00000
GO:0030433,ubiquitin-dependent ERAD pathway,2,0,0,1.00000
GO:0030490,maturation of SSU-rRNA,1,0,0,1.00000
GO:0030509,BMP signaling pathway,2,0,0,1.00000
GO:0030510,regulation of BMP signaling pathway,2,0,0,1.00000
GO:0030511,positive regulation of transforming grow...,4,0,0,1.00000
GO:0030513,positive regulation of BMP signaling pat...,2,0,0,1.00000
GO:0030518,intracellular steroid hormone receptor s...,3,0,0,1.00000
GO:0030521,androgen receptor signaling pathway,3,0,0,1.00000
GO:0030522,intracellular receptor signaling pathway,12,0,0.01,1.00000
GO:0030593,neutrophil chemotaxis,1,0,0,1.00000
GO:0030595,leukocyte chemotaxis,1,0,0,1.00000
GO:0030641,regulation of cellular pH,3,0,0,1.00000
GO:0030705,cytoskeleton-dependent intracellular tra...,7,0,0,1.00000
GO:0030808,regulation of nucleotide biosynthetic pr...,1,0,0,1.00000
GO:0030811,regulation of nucleotide catabolic proce...,1,0,0,1.00000
GO:0030832,regulation of actin filament length,35,0,0.02,1.00000
GO:0030833,regulation of actin filament polymerizat...,35,0,0.02,1.00000
GO:0030834,regulation of actin filament depolymeriz...,35,0,0.02,1.00000
GO:0030835,negative regulation of actin filament de...,35,0,0.02,1.00000
GO:0030836,positive regulation of actin filament de...,34,0,0.02,1.00000
GO:0030837,negative regulation of actin filament po...,35,0,0.02,1.00000
GO:0030838,positive regulation of actin filament po...,34,0,0.02,1.00000
GO:0030855,epithelial cell differentiation,3,0,0,1.00000
GO:0030903,notochord development,11,0,0.01,1.00000
GO:0031023,microtubule organizing center organizati...,4,0,0,1.00000
GO:0031032,actomyosin structure organization,42,0,0.03,1.00000
GO:0031056,regulation of histone modification,2,0,0,1.00000
GO:0031058,positive regulation of histone modificat...,2,0,0,1.00000
GO:0031060,regulation of histone methylation,2,0,0,1.00000
GO:0031062,positive regulation of histone methylati...,2,0,0,1.00000
GO:0031098,stress-activated protein kinase signalin...,4,0,0,1.00000
GO:0031109,microtubule polymerization or depolymeri...,8,0,0.01,1.00000
GO:0031110,regulation of microtubule polymerization...,8,0,0.01,1.00000
GO:0031111,negative regulation of microtubule polym...,8,0,0.01,1.00000
GO:0031114,regulation of microtubule depolymerizati...,8,0,0.01,1.00000
GO:0031145,anaphase-promoting complex-dependent cat...,2,0,0,1.00000
GO:0031175,neuron projection development,25,0,0.02,1.00000
GO:0031297,replication fork processing,1,0,0,1.00000
GO:0031323,regulation of cellular metabolic process,70,0,0.05,1.00000
GO:0031324,negative regulation of cellular metaboli...,25,0,0.02,1.00000
GO:0031325,positive regulation of cellular metaboli...,47,0,0.03,1.00000
GO:0031326,regulation of cellular biosynthetic proc...,37,0,0.03,1.00000
GO:0031327,negative regulation of cellular biosynth...,10,0,0.01,1.00000
GO:0031328,positive regulation of cellular biosynth...,13,0,0.01,1.00000
GO:0031329,regulation of cellular catabolic process,5,0,0,1.00000
GO:0031331,positive regulation of cellular cataboli...,3,0,0,1.00000
GO:0031333,negative regulation of protein complex a...,35,0,0.02,1.00000
GO:0031334,positive regulation of protein complex a...,37,0,0.03,1.00000
GO:0031338,regulation of vesicle fusion,1,0,0,1.00000
GO:0031341,regulation of cell killing,1,0,0,1.00000
GO:0031343,positive regulation of cell killing,1,0,0,1.00000
GO:0031344,regulation of cell projection organizati...,45,0,0.03,1.00000
GO:0031346,positive regulation of cell projection o...,45,0,0.03,1.00000
GO:0031347,regulation of defense response,14,0,0.01,1.00000
GO:0031349,positive regulation of defense response,14,0,0.01,1.00000
GO:0031396,regulation of protein ubiquitination,11,0,0.01,1.00000
GO:0031397,negative regulation of protein ubiquitin...,2,0,0,1.00000
GO:0031398,positive regulation of protein ubiquitin...,9,0,0.01,1.00000
GO:0031399,regulation of protein modification proce...,35,0,0.02,1.00000
GO:0031400,negative regulation of protein modificat...,5,0,0,1.00000
GO:0031401,positive regulation of protein modificat...,33,0,0.02,1.00000
GO:0031503,protein-containing complex localization,4,0,0,1.00000
GO:0031529,ruffle organization,45,0,0.03,1.00000
GO:0031570,DNA integrity checkpoint,1,0,0,1.00000
GO:0031573,intra-S DNA damage checkpoint,1,0,0,1.00000
GO:0031577,spindle checkpoint,2,0,0,1.00000
GO:0031589,cell-substrate adhesion,37,0,0.03,1.00000
GO:0031647,regulation of protein stability,3,0,0,1.00000
GO:0031667,response to nutrient levels,4,0,0,1.00000
GO:0031668,cellular response to extracellular stimu...,4,0,0,1.00000
GO:0031669,cellular response to nutrient levels,4,0,0,1.00000
GO:0031960,response to corticosteroid,1,0,0,1.00000
GO:0032101,regulation of response to external stimu...,9,0,0.01,1.00000
GO:0032147,activation of protein kinase activity,21,0,0.01,1.00000
GO:0032200,telomere organization,1,0,0,1.00000
GO:0032204,regulation of telomere maintenance,1,0,0,1.00000
GO:0032206,positive regulation of telomere maintena...,1,0,0,1.00000
GO:0032210,regulation of telomere maintenance via t...,1,0,0,1.00000
GO:0032212,positive regulation of telomere maintena...,1,0,0,1.00000
GO:0032231,regulation of actin filament bundle asse...,34,0,0.02,1.00000
GO:0032233,positive regulation of actin filament bu...,34,0,0.02,1.00000
GO:0032259,methylation,2,0,0,1.00000
GO:0032268,regulation of cellular protein metabolic...,41,0,0.03,1.00000
GO:0032269,negative regulation of cellular protein ...,18,0,0.01,1.00000
GO:0032270,positive regulation of cellular protein ...,35,0,0.02,1.00000
GO:0032271,regulation of protein polymerization,35,0,0.02,1.00000
GO:0032272,negative regulation of protein polymeriz...,35,0,0.02,1.00000
GO:0032273,positive regulation of protein polymeriz...,34,0,0.02,1.00000
GO:0032274,gonadotropin secretion,2,0,0,1.00000
GO:0032275,luteinizing hormone secretion,2,0,0,1.00000
GO:0032276,regulation of gonadotropin secretion,2,0,0,1.00000
GO:0032278,positive regulation of gonadotropin secr...,2,0,0,1.00000
GO:0032355,response to estradiol,1,0,0,1.00000
GO:0032392,DNA geometric change,1,0,0,1.00000
GO:0032418,lysosome localization,3,0,0,1.00000
GO:0032446,protein modification by small protein co...,14,0,0.01,1.00000
GO:0032479,regulation of type I interferon producti...,3,0,0,1.00000
GO:0032481,positive regulation of type I interferon...,3,0,0,1.00000
GO:0032501,multicellular organismal process,118,0,0.08,1.00000
GO:0032502,developmental process,125,0,0.09,1.00000
GO:0032504,multicellular organism reproduction,16,0,0.01,1.00000
GO:0032507,maintenance of protein location in cell,1,0,0,1.00000
GO:0032508,DNA duplex unwinding,1,0,0,1.00000
GO:0032525,somite rostral/caudal axis specification,2,0,0,1.00000
GO:0032535,regulation of cellular component size,36,0,0.02,1.00000
GO:0032606,type I interferon production,3,0,0,1.00000
GO:0032608,interferon-beta production,3,0,0,1.00000
GO:0032648,regulation of interferon-beta production,3,0,0,1.00000
GO:0032728,positive regulation of interferon-beta p...,3,0,0,1.00000
GO:0032774,RNA biosynthetic process,52,0,0.04,1.00000
GO:0032787,monocarboxylic acid metabolic process,1,0,0,1.00000
GO:0032800,receptor biosynthetic process,3,0,0,1.00000
GO:0032870,cellular response to hormone stimulus,4,0,0,1.00000
GO:0032872,regulation of stress-activated MAPK casc...,4,0,0,1.00000
GO:0032874,positive regulation of stress-activated ...,4,0,0,1.00000
GO:0032879,regulation of localization,52,0,0.04,1.00000
GO:0032880,regulation of protein localization,3,0,0,1.00000
GO:0032886,regulation of microtubule-based process,8,0,0.01,1.00000
GO:0032906,transforming growth factor beta2 product...,2,0,0,1.00000
GO:0032909,regulation of transforming growth factor...,2,0,0,1.00000
GO:0032940,secretion by cell,3,0,0,1.00000
GO:0032956,regulation of actin cytoskeleton organiz...,37,0,0.03,1.00000
GO:0032970,regulation of actin filament-based proce...,37,0,0.03,1.00000
GO:0032981,mitochondrial respiratory chain complex ...,1,0,0,1.00000
GO:0032984,protein-containing complex disassembly,42,0,0.03,1.00000
GO:0032989,cellular component morphogenesis,58,0,0.04,1.00000
GO:0032990,cell part morphogenesis,21,0,0.01,1.00000
GO:0033002,muscle cell proliferation,3,0,0,1.00000
GO:0033036,macromolecule localization,27,0,0.02,1.00000
GO:0033043,regulation of organelle organization,48,0,0.03,1.00000
GO:0033044,regulation of chromosome organization,5,0,0,1.00000
GO:0033045,regulation of sister chromatid segregati...,2,0,0,1.00000
GO:0033046,negative regulation of sister chromatid ...,2,0,0,1.00000
GO:0033047,regulation of mitotic sister chromatid s...,2,0,0,1.00000
GO:0033048,negative regulation of mitotic sister ch...,2,0,0,1.00000
GO:0033108,mitochondrial respiratory chain complex ...,1,0,0,1.00000
GO:0033143,regulation of intracellular steroid horm...,3,0,0,1.00000
GO:0033209,tumor necrosis factor-mediated signaling...,9,0,0.01,1.00000
GO:0033260,nuclear DNA replication,1,0,0,1.00000
GO:0033262,regulation of nuclear cell cycle DNA rep...,1,0,0,1.00000
GO:0033299,secretion of lysosomal enzymes,1,0,0,1.00000
GO:0033500,carbohydrate homeostasis,3,0,0,1.00000
GO:0033504,floor plate development,11,0,0.01,1.00000
GO:0033554,cellular response to stress,20,0,0.01,1.00000
GO:0033627,cell adhesion mediated by integrin,1,0,0,1.00000
GO:0033673,negative regulation of kinase activity,1,0,0,1.00000
GO:0033674,positive regulation of kinase activity,22,0,0.02,1.00000
GO:0033684,regulation of luteinizing hormone secret...,2,0,0,1.00000
GO:0033686,positive regulation of luteinizing hormo...,2,0,0,1.00000
GO:0033962,cytoplasmic mRNA processing body assembl...,1,0,0,1.00000
GO:0033993,response to lipid,4,0,0,1.00000
GO:0034097,response to cytokine,14,0,0.01,1.00000
GO:0034101,erythrocyte homeostasis,1,0,0,1.00000
GO:0034121,regulation of toll-like receptor signali...,10,0,0.01,1.00000
GO:0034198,cellular response to amino acid starvati...,3,0,0,1.00000
GO:0034329,cell junction assembly,2,0,0,1.00000
GO:0034330,cell junction organization,2,0,0,1.00000
GO:0034397,telomere localization,2,0,0,1.00000
GO:0034404,nucleobase-containing small molecule bio...,1,0,0,1.00000
GO:0034446,substrate adhesion-dependent cell spread...,37,0,0.03,1.00000
GO:0034453,microtubule anchoring,1,0,0,1.00000
GO:0034470,ncRNA processing,2,0,0,1.00000
GO:0034471,ncRNA 5'-end processing,1,0,0,1.00000
GO:0034599,cellular response to oxidative stress,7,0,0,1.00000
GO:0034612,response to tumor necrosis factor,12,0,0.01,1.00000
GO:0034613,cellular protein localization,5,0,0,1.00000
GO:0034614,cellular response to reactive oxygen spe...,7,0,0,1.00000
GO:0034622,cellular protein-containing complex asse...,57,0,0.04,1.00000
GO:0034641,cellular nitrogen compound metabolic pro...,107,0,0.07,1.00000
GO:0034644,cellular response to UV,1,0,0,1.00000
GO:0034645,cellular macromolecule biosynthetic proc...,56,0,0.04,1.00000
GO:0034654,nucleobase-containing compound biosynthe...,54,0,0.04,1.00000
GO:0034655,nucleobase-containing compound catabolic...,5,0,0,1.00000
GO:0034660,ncRNA metabolic process,2,0,0,1.00000
GO:0034968,histone lysine methylation,2,0,0,1.00000
GO:0034975,protein folding in endoplasmic reticulum,2,0,0,1.00000
GO:0034976,response to endoplasmic reticulum stress,6,0,0,1.00000
GO:0034983,peptidyl-lysine deacetylation,3,0,0,1.00000
GO:0035019,somatic stem cell population maintenance,2,0,0,1.00000
