GO.ID,Term,Annotated,Significant,Expected,classic
GO:0000375,RNA splicing, via transesterification re...,17,0,0.05,1.0000
GO:0000377,RNA splicing, via transesterification re...,17,0,0.05,1.0000
GO:0000380,alternative mRNA splicing, via spliceoso...,10,0,0.03,1.0000
GO:0000381,regulation of alternative mRNA splicing,...,10,0,0.03,1.0000
GO:0000398,mRNA splicing, via spliceosome,17,0,0.05,1.0000
GO:0000422,autophagy of mitochondrion,2,0,0.01,1.0000
GO:0000447,endonucleolytic cleavage in ITS1 to sepa...,1,0,0,1.0000
GO:0000460,maturation of 5.8S rRNA,1,0,0,1.0000
GO:0000462,maturation of SSU-rRNA from tricistronic...,1,0,0,1.0000
GO:0000466,maturation of 5.8S rRNA from tricistroni...,1,0,0,1.0000
GO:0000469,cleavage involved in rRNA processing,1,0,0,1.0000
GO:0000472,endonucleolytic cleavage to generate mat...,1,0,0,1.0000
GO:0000478,endonucleolytic cleavage involved in rRN...,1,0,0,1.0000
GO:0000479,endonucleolytic cleavage of tricistronic...,1,0,0,1.0000
GO:0000480,endonucleolytic cleavage in 5'-ETS of tr...,1,0,0,1.0000
GO:0000578,embryonic axis specification,2,0,0.01,1.0000
GO:0000910,cytokinesis,1,0,0,1.0000
GO:0000966,RNA 5'-end processing,1,0,0,1.0000
GO:0000967,rRNA 5'-end processing,1,0,0,1.0000
GO:0001501,skeletal system development,5,0,0.01,1.0000
GO:0001503,ossification,3,0,0.01,1.0000
GO:0001505,regulation of neurotransmitter levels,2,0,0.01,1.0000
GO:0001541,ovarian follicle development,2,0,0.01,1.0000
GO:0001558,regulation of cell growth,8,0,0.02,1.0000
GO:0001649,osteoblast differentiation,3,0,0.01,1.0000
GO:0001655,urogenital system development,5,0,0.01,1.0000
GO:0001656,metanephros development,2,0,0.01,1.0000
GO:0001657,ureteric bud development,5,0,0.01,1.0000
GO:0001658,branching involved in ureteric bud morph...,2,0,0.01,1.0000
GO:0001666,response to hypoxia,5,0,0.01,1.0000
GO:0001676,long-chain fatty acid metabolic process,2,0,0.01,1.0000
GO:0001678,cellular glucose homeostasis,8,0,0.02,1.0000
GO:0001696,gastric acid secretion,5,0,0.01,1.0000
GO:0001701,in utero embryonic development,13,0,0.04,1.0000
GO:0001702,gastrulation with mouth forming second,2,0,0.01,1.0000
GO:0001704,formation of primary germ layer,3,0,0.01,1.0000
GO:0001707,mesoderm formation,3,0,0.01,1.0000
GO:0001736,establishment of planar polarity,1,0,0,1.0000
GO:0001737,establishment of imaginal disc-derived w...,1,0,0,1.0000
GO:0001738,morphogenesis of a polarized epithelium,1,0,0,1.0000
GO:0001745,compound eye morphogenesis,1,0,0,1.0000
GO:0001756,somitogenesis,5,0,0.01,1.0000
GO:0001763,morphogenesis of a branching structure,2,0,0.01,1.0000
GO:0001764,neuron migration,1,0,0,1.0000
GO:0001775,cell activation,11,0,0.03,1.0000
GO:0001816,cytokine production,11,0,0.03,1.0000
GO:0001817,regulation of cytokine production,6,0,0.02,1.0000
GO:0001819,positive regulation of cytokine producti...,4,0,0.01,1.0000
GO:0001822,kidney development,5,0,0.01,1.0000
GO:0001823,mesonephros development,5,0,0.01,1.0000
GO:0001837,epithelial to mesenchymal transition,5,0,0.01,1.0000
GO:0001889,liver development,3,0,0.01,1.0000
GO:0001932,regulation of protein phosphorylation,49,0,0.14,1.0000
GO:0001933,negative regulation of protein phosphory...,11,0,0.03,1.0000
GO:0001934,positive regulation of protein phosphory...,43,0,0.12,1.0000
GO:0001942,hair follicle development,3,0,0.01,1.0000
GO:0001947,heart looping,3,0,0.01,1.0000
GO:0001952,regulation of cell-matrix adhesion,3,0,0.01,1.0000
GO:0001954,positive regulation of cell-matrix adhes...,3,0,0.01,1.0000
GO:0002009,morphogenesis of an epithelium,17,0,0.05,1.0000
GO:0002027,regulation of heart rate,34,0,0.09,1.0000
GO:0002028,regulation of sodium ion transport,6,0,0.02,1.0000
GO:0002040,sprouting angiogenesis,9,0,0.03,1.0000
GO:0002042,cell migration involved in sprouting ang...,9,0,0.03,1.0000
GO:0002062,chondrocyte differentiation,3,0,0.01,1.0000
GO:0002076,osteoblast development,3,0,0.01,1.0000
GO:0002088,lens development in camera-type eye,3,0,0.01,1.0000
GO:0002097,tRNA wobble base modification,1,0,0,1.0000
GO:0002098,tRNA wobble uridine modification,1,0,0,1.0000
GO:0002164,larval development,1,0,0,1.0000
GO:0002165,instar larval or pupal development,11,0,0.03,1.0000
GO:0002168,instar larval development,1,0,0,1.0000
GO:0002218,activation of innate immune response,13,0,0.04,1.0000
GO:0002220,innate immune response activating cell s...,5,0,0.01,1.0000
GO:0002223,stimulatory C-type lectin receptor signa...,5,0,0.01,1.0000
GO:0002230,positive regulation of defense response ...,8,0,0.02,1.0000
GO:0002244,hematopoietic progenitor cell differenti...,10,0,0.03,1.0000
GO:0002250,adaptive immune response,5,0,0.01,1.0000
GO:0002252,immune effector process,15,0,0.04,1.0000
GO:0002253,activation of immune response,13,0,0.04,1.0000
GO:0002263,cell activation involved in immune respo...,6,0,0.02,1.0000
GO:0002274,myeloid leukocyte activation,6,0,0.02,1.0000
GO:0002275,myeloid cell activation involved in immu...,6,0,0.02,1.0000
GO:0002283,neutrophil activation involved in immune...,6,0,0.02,1.0000
GO:0002366,leukocyte activation involved in immune ...,6,0,0.02,1.0000
GO:0002429,immune response-activating cell surface ...,5,0,0.01,1.0000
GO:0002431,Fc receptor mediated stimulatory signali...,5,0,0.01,1.0000
GO:0002433,immune response-regulating cell surface ...,5,0,0.01,1.0000
GO:0002443,leukocyte mediated immunity,6,0,0.02,1.0000
GO:0002444,myeloid leukocyte mediated immunity,6,0,0.02,1.0000
GO:0002446,neutrophil mediated immunity,6,0,0.02,1.0000
GO:0002449,lymphocyte mediated immunity,5,0,0.01,1.0000
GO:0002460,adaptive immune response based on somati...,5,0,0.01,1.0000
GO:0002520,immune system development,23,0,0.06,1.0000
GO:0002683,negative regulation of immune system pro...,10,0,0.03,1.0000
GO:0002697,regulation of immune effector process,8,0,0.02,1.0000
GO:0002757,immune response-activating signal transd...,5,0,0.01,1.0000
GO:0002758,innate immune response-activating signal...,5,0,0.01,1.0000
GO:0002764,immune response-regulating signaling pat...,5,0,0.01,1.0000
GO:0002768,immune response-regulating cell surface ...,5,0,0.01,1.0000
GO:0002831,regulation of response to biotic stimulu...,13,0,0.04,1.0000
GO:0002833,positive regulation of response to bioti...,13,0,0.04,1.0000
GO:0003002,regionalization,22,0,0.06,1.0000
GO:0003006,developmental process involved in reprod...,25,0,0.07,1.0000
GO:0003007,heart morphogenesis,7,0,0.02,1.0000
GO:0003013,circulatory system process,37,0,0.1,1.0000
GO:0003014,renal system process,5,0,0.01,1.0000
GO:0003015,heart process,34,0,0.09,1.0000
GO:0003143,embryonic heart tube morphogenesis,5,0,0.01,1.0000
GO:0003148,outflow tract septum morphogenesis,2,0,0.01,1.0000
GO:0003151,outflow tract morphogenesis,2,0,0.01,1.0000
GO:0003157,endocardium development,2,0,0.01,1.0000
GO:0003158,endothelium development,11,0,0.03,1.0000
GO:0003159,morphogenesis of an endothelium,9,0,0.03,1.0000
GO:0003170,heart valve development,2,0,0.01,1.0000
GO:0003171,atrioventricular valve development,2,0,0.01,1.0000
GO:0003179,heart valve morphogenesis,2,0,0.01,1.0000
GO:0003181,atrioventricular valve morphogenesis,2,0,0.01,1.0000
GO:0003188,heart valve formation,2,0,0.01,1.0000
GO:0003190,atrioventricular valve formation,2,0,0.01,1.0000
GO:0003197,endocardial cushion development,2,0,0.01,1.0000
GO:0003198,epithelial to mesenchymal transition inv...,2,0,0.01,1.0000
GO:0003203,endocardial cushion morphogenesis,2,0,0.01,1.0000
GO:0003205,cardiac chamber development,2,0,0.01,1.0000
GO:0003206,cardiac chamber morphogenesis,2,0,0.01,1.0000
GO:0003208,cardiac ventricle morphogenesis,2,0,0.01,1.0000
GO:0003214,cardiac left ventricle morphogenesis,2,0,0.01,1.0000
GO:0003220,left ventricular cardiac muscle tissue m...,2,0,0.01,1.0000
GO:0003229,ventricular cardiac muscle tissue develo...,2,0,0.01,1.0000
GO:0003231,cardiac ventricle development,2,0,0.01,1.0000
GO:0003249,cell proliferation involved in heart val...,2,0,0.01,1.0000
GO:0003250,regulation of cell proliferation involve...,2,0,0.01,1.0000
GO:0003251,positive regulation of cell proliferatio...,2,0,0.01,1.0000
GO:0003272,endocardial cushion formation,2,0,0.01,1.0000
GO:0003279,cardiac septum development,2,0,0.01,1.0000
GO:0003281,ventricular septum development,2,0,0.01,1.0000
GO:0003299,muscle hypertrophy in response to stress,3,0,0.01,1.0000
GO:0003300,cardiac muscle hypertrophy,5,0,0.01,1.0000
GO:0003348,cardiac endothelial cell differentiation,2,0,0.01,1.0000
GO:0003360,brainstem development,2,0,0.01,1.0000
GO:0005975,carbohydrate metabolic process,19,0,0.05,1.0000
GO:0005976,polysaccharide metabolic process,4,0,0.01,1.0000
GO:0005977,glycogen metabolic process,4,0,0.01,1.0000
GO:0005978,glycogen biosynthetic process,4,0,0.01,1.0000
GO:0005980,glycogen catabolic process,4,0,0.01,1.0000
GO:0005981,regulation of glycogen catabolic process,4,0,0.01,1.0000
GO:0005996,monosaccharide metabolic process,16,0,0.04,1.0000
GO:0006000,fructose metabolic process,1,0,0,1.0000
GO:0006003,fructose 2,6-bisphosphate metabolic proc...,1,0,0,1.0000
GO:0006006,glucose metabolic process,16,0,0.04,1.0000
GO:0006022,aminoglycan metabolic process,1,0,0,1.0000
GO:0006026,aminoglycan catabolic process,1,0,0,1.0000
GO:0006027,glycosaminoglycan catabolic process,1,0,0,1.0000
GO:0006029,proteoglycan metabolic process,1,0,0,1.0000
GO:0006073,cellular glucan metabolic process,4,0,0.01,1.0000
GO:0006082,organic acid metabolic process,7,0,0.02,1.0000
GO:0006084,acetyl-CoA metabolic process,4,0,0.01,1.0000
GO:0006085,acetyl-CoA biosynthetic process,4,0,0.01,1.0000
GO:0006086,acetyl-CoA biosynthetic process from pyr...,4,0,0.01,1.0000
GO:0006090,pyruvate metabolic process,5,0,0.01,1.0000
GO:0006091,generation of precursor metabolites and ...,9,0,0.03,1.0000
GO:0006094,gluconeogenesis,1,0,0,1.0000
GO:0006096,glycolytic process,4,0,0.01,1.0000
GO:0006099,tricarboxylic acid cycle,1,0,0,1.0000
GO:0006109,regulation of carbohydrate metabolic pro...,14,0,0.04,1.0000
GO:0006112,energy reserve metabolic process,4,0,0.01,1.0000
GO:0006163,purine nucleotide metabolic process,5,0,0.01,1.0000
GO:0006164,purine nucleotide biosynthetic process,4,0,0.01,1.0000
GO:0006165,nucleoside diphosphate phosphorylation,4,0,0.01,1.0000
GO:0006259,DNA metabolic process,23,0,0.06,1.0000
GO:0006260,DNA replication,15,0,0.04,1.0000
GO:0006261,DNA-dependent DNA replication,1,0,0,1.0000
GO:0006270,DNA replication initiation,1,0,0,1.0000
GO:0006275,regulation of DNA replication,3,0,0.01,1.0000
GO:0006281,DNA repair,12,0,0.03,1.0000
GO:0006283,transcription-coupled nucleotide-excisio...,7,0,0.02,1.0000
GO:0006289,nucleotide-excision repair,7,0,0.02,1.0000
GO:0006302,double-strand break repair,3,0,0.01,1.0000
GO:0006308,DNA catabolic process,5,0,0.01,1.0000
GO:0006323,DNA packaging,12,0,0.03,1.0000
GO:0006325,chromatin organization,32,0,0.09,1.0000
GO:0006333,chromatin assembly or disassembly,11,0,0.03,1.0000
GO:0006338,chromatin remodeling,21,0,0.06,1.0000
GO:0006342,chromatin silencing,10,0,0.03,1.0000
GO:0006357,regulation of transcription by RNA polym...,13,0,0.04,1.0000
GO:0006364,rRNA processing,1,0,0,1.0000
GO:0006366,transcription by RNA polymerase II,13,0,0.04,1.0000
GO:0006396,RNA processing,20,0,0.06,1.0000
GO:0006397,mRNA processing,17,0,0.05,1.0000
GO:0006399,tRNA metabolic process,1,0,0,1.0000
GO:0006400,tRNA modification,1,0,0,1.0000
GO:0006401,RNA catabolic process,5,0,0.01,1.0000
GO:0006402,mRNA catabolic process,5,0,0.01,1.0000
GO:0006403,RNA localization,3,0,0.01,1.0000
GO:0006405,RNA export from nucleus,3,0,0.01,1.0000
GO:0006406,mRNA export from nucleus,3,0,0.01,1.0000
GO:0006409,tRNA export from nucleus,3,0,0.01,1.0000
GO:0006412,translation,1,0,0,1.0000
GO:0006413,translational initiation,1,0,0,1.0000
GO:0006417,regulation of translation,1,0,0,1.0000
GO:0006468,protein phosphorylation,50,0,0.14,1.0000
GO:0006469,negative regulation of protein kinase ac...,5,0,0.01,1.0000
GO:0006473,protein acetylation,21,0,0.06,1.0000
GO:0006475,internal protein amino acid acetylation,21,0,0.06,1.0000
GO:0006476,protein deacetylation,8,0,0.02,1.0000
GO:0006479,protein methylation,3,0,0.01,1.0000
GO:0006509,membrane protein ectodomain proteolysis,1,0,0,1.0000
GO:0006511,ubiquitin-dependent protein catabolic pr...,3,0,0.01,1.0000
GO:0006513,protein monoubiquitination,3,0,0.01,1.0000
GO:0006516,glycoprotein catabolic process,1,0,0,1.0000
GO:0006518,peptide metabolic process,5,0,0.01,1.0000
GO:0006606,protein import into nucleus,6,0,0.02,1.0000
GO:0006611,protein export from nucleus,3,0,0.01,1.0000
GO:0006629,lipid metabolic process,9,0,0.03,1.0000
GO:0006631,fatty acid metabolic process,2,0,0.01,1.0000
GO:0006637,acyl-CoA metabolic process,4,0,0.01,1.0000
GO:0006643,membrane lipid metabolic process,5,0,0.01,1.0000
GO:0006644,phospholipid metabolic process,5,0,0.01,1.0000
GO:0006664,glycolipid metabolic process,5,0,0.01,1.0000
GO:0006665,sphingolipid metabolic process,5,0,0.01,1.0000
GO:0006672,ceramide metabolic process,5,0,0.01,1.0000
GO:0006677,glycosylceramide metabolic process,5,0,0.01,1.0000
GO:0006678,glucosylceramide metabolic process,5,0,0.01,1.0000
GO:0006680,glucosylceramide catabolic process,5,0,0.01,1.0000
GO:0006684,sphingomyelin metabolic process,5,0,0.01,1.0000
GO:0006685,sphingomyelin catabolic process,5,0,0.01,1.0000
GO:0006687,glycosphingolipid metabolic process,5,0,0.01,1.0000
GO:0006690,icosanoid metabolic process,2,0,0.01,1.0000
GO:0006743,ubiquinone metabolic process,1,0,0,1.0000
GO:0006744,ubiquinone biosynthetic process,1,0,0,1.0000
GO:0006753,nucleoside phosphate metabolic process,5,0,0.01,1.0000
GO:0006757,ATP generation from ADP,4,0,0.01,1.0000
GO:0006790,sulfur compound metabolic process,4,0,0.01,1.0000
GO:0006801,superoxide metabolic process,5,0,0.01,1.0000
GO:0006809,nitric oxide biosynthetic process,3,0,0.01,1.0000
GO:0006813,potassium ion transport,34,0,0.09,1.0000
GO:0006814,sodium ion transport,6,0,0.02,1.0000
GO:0006820,anion transport,39,0,0.11,1.0000
GO:0006839,mitochondrial transport,4,0,0.01,1.0000
GO:0006855,drug transmembrane transport,3,0,0.01,1.0000
GO:0006857,oligopeptide transport,3,0,0.01,1.0000
GO:0006869,lipid transport,5,0,0.01,1.0000
GO:0006879,cellular iron ion homeostasis,2,0,0.01,1.0000
GO:0006886,intracellular protein transport,9,0,0.03,1.0000
GO:0006887,exocytosis,6,0,0.02,1.0000
GO:0006897,endocytosis,6,0,0.02,1.0000
GO:0006898,receptor-mediated endocytosis,3,0,0.01,1.0000
GO:0006909,phagocytosis,5,0,0.01,1.0000
GO:0006913,nucleocytoplasmic transport,9,0,0.03,1.0000
GO:0006914,autophagy,6,0,0.02,1.0000
GO:0006919,activation of cysteine-type endopeptidas...,3,0,0.01,1.0000
GO:0006941,striated muscle contraction,34,0,0.09,1.0000
GO:0006942,regulation of striated muscle contractio...,34,0,0.09,1.0000
GO:0006952,defense response,20,0,0.06,1.0000
GO:0006954,inflammatory response,8,0,0.02,1.0000
GO:0006955,immune response,20,0,0.06,1.0000
GO:0006974,cellular response to DNA damage stimulus,18,0,0.05,1.0000
GO:0006979,response to oxidative stress,13,0,0.04,1.0000
GO:0006997,nucleus organization,15,0,0.04,1.0000
GO:0006998,nuclear envelope organization,3,0,0.01,1.0000
GO:0007005,mitochondrion organization,32,0,0.09,1.0000
GO:0007006,mitochondrial membrane organization,4,0,0.01,1.0000
GO:0007009,plasma membrane organization,5,0,0.01,1.0000
GO:0007017,microtubule-based process,102,0,0.28,1.0000
GO:0007018,microtubule-based movement,65,0,0.18,1.0000
GO:0007020,microtubule nucleation,34,0,0.09,1.0000
GO:0007030,Golgi organization,25,0,0.07,1.0000
GO:0007033,vacuole organization,2,0,0.01,1.0000
GO:0007044,cell-substrate junction assembly,3,0,0.01,1.0000
GO:0007049,cell cycle,78,0,0.22,1.0000
GO:0007050,cell cycle arrest,3,0,0.01,1.0000
GO:0007051,spindle organization,2,0,0.01,1.0000
GO:0007052,mitotic spindle organization,2,0,0.01,1.0000
GO:0007077,mitotic nuclear envelope disassembly,3,0,0.01,1.0000
GO:0007093,mitotic cell cycle checkpoint,2,0,0.01,1.0000
GO:0007105,cytokinesis, site selection,1,0,0,1.0000
GO:0007157,heterophilic cell-cell adhesion via plas...,1,0,0,1.0000
GO:0007160,cell-matrix adhesion,4,0,0.01,1.0000
GO:0007162,negative regulation of cell adhesion,5,0,0.01,1.0000
GO:0007163,establishment or maintenance of cell pol...,2,0,0.01,1.0000
GO:0007164,establishment of tissue polarity,1,0,0,1.0000
GO:0007166,cell surface receptor signaling pathway,35,0,0.1,1.0000
GO:0007167,enzyme linked receptor protein signaling...,17,0,0.05,1.0000
GO:0007169,transmembrane receptor protein tyrosine ...,7,0,0.02,1.0000
GO:0007178,transmembrane receptor protein serine/th...,10,0,0.03,1.0000
GO:0007179,transforming growth factor beta receptor...,8,0,0.02,1.0000
GO:0007183,SMAD protein complex assembly,5,0,0.01,1.0000
GO:0007186,G protein-coupled receptor signaling pat...,3,0,0.01,1.0000
GO:0007187,G protein-coupled receptor signaling pat...,3,0,0.01,1.0000
GO:0007194,negative regulation of adenylate cyclase...,34,0,0.09,1.0000
GO:0007202,activation of phospholipase C activity,5,0,0.01,1.0000
GO:0007214,gamma-aminobutyric acid signaling pathwa...,3,0,0.01,1.0000
GO:0007219,Notch signaling pathway,10,0,0.03,1.0000
GO:0007224,smoothened signaling pathway,6,0,0.02,1.0000
GO:0007225,patched ligand maturation,4,0,0.01,1.0000
GO:0007264,small GTPase mediated signal transductio...,14,0,0.04,1.0000
GO:0007267,cell-cell signaling,47,0,0.13,1.0000
GO:0007268,chemical synaptic transmission,41,0,0.11,1.0000
GO:0007276,gamete generation,25,0,0.07,1.0000
GO:0007281,germ cell development,10,0,0.03,1.0000
GO:0007283,spermatogenesis,15,0,0.04,1.0000
GO:0007292,female gamete generation,10,0,0.03,1.0000
GO:0007338,single fertilization,5,0,0.01,1.0000
GO:0007346,regulation of mitotic cell cycle,14,0,0.04,1.0000
GO:0007368,determination of left/right symmetry,9,0,0.03,1.0000
GO:0007369,gastrulation,5,0,0.01,1.0000
GO:0007389,pattern specification process,22,0,0.06,1.0000
GO:0007405,neuroblast proliferation,4,0,0.01,1.0000
GO:0007413,axonal fasciculation,2,0,0.01,1.0000
GO:0007417,central nervous system development,2,0,0.01,1.0000
GO:0007420,brain development,2,0,0.01,1.0000
GO:0007424,open tracheal system development,1,0,0,1.0000
GO:0007440,foregut morphogenesis,3,0,0.01,1.0000
GO:0007444,imaginal disc development,11,0,0.03,1.0000
GO:0007446,imaginal disc growth,1,0,0,1.0000
GO:0007447,imaginal disc pattern formation,11,0,0.03,1.0000
GO:0007472,wing disc morphogenesis,1,0,0,1.0000
GO:0007476,imaginal disc-derived wing morphogenesis,1,0,0,1.0000
GO:0007492,endoderm development,5,0,0.01,1.0000
GO:0007498,mesoderm development,5,0,0.01,1.0000
GO:0007507,heart development,7,0,0.02,1.0000
GO:0007517,muscle organ development,9,0,0.03,1.0000
GO:0007548,sex differentiation,2,0,0.01,1.0000
GO:0007552,metamorphosis,1,0,0,1.0000
GO:0007560,imaginal disc morphogenesis,1,0,0,1.0000
GO:0007568,aging,13,0,0.04,1.0000
GO:0007569,cell aging,5,0,0.01,1.0000
GO:0007596,blood coagulation,7,0,0.02,1.0000
GO:0007599,hemostasis,7,0,0.02,1.0000
GO:0007605,sensory perception of sound,1,0,0,1.0000
GO:0007610,behavior,3,0,0.01,1.0000
GO:0007611,learning or memory,3,0,0.01,1.0000
GO:0007612,learning,3,0,0.01,1.0000
GO:0007623,circadian rhythm,8,0,0.02,1.0000
GO:0008015,blood circulation,37,0,0.1,1.0000
GO:0008016,regulation of heart contraction,34,0,0.09,1.0000
GO:0008033,tRNA processing,1,0,0,1.0000
GO:0008037,cell recognition,2,0,0.01,1.0000
GO:0008038,neuron recognition,2,0,0.01,1.0000
GO:0008064,regulation of actin polymerization or de...,5,0,0.01,1.0000
GO:0008104,protein localization,55,0,0.15,1.0000
GO:0008154,actin polymerization or depolymerization,5,0,0.01,1.0000
GO:0008213,protein alkylation,3,0,0.01,1.0000
GO:0008217,regulation of blood pressure,3,0,0.01,1.0000
GO:0008284,positive regulation of cell population p...,3,0,0.01,1.0000
GO:0008286,insulin receptor signaling pathway,6,0,0.02,1.0000
GO:0008360,regulation of cell shape,1,0,0,1.0000
GO:0008361,regulation of cell size,3,0,0.01,1.0000
GO:0008380,RNA splicing,17,0,0.05,1.0000
GO:0008406,gonad development,2,0,0.01,1.0000
GO:0008544,epidermis development,4,0,0.01,1.0000
GO:0008584,male gonad development,2,0,0.01,1.0000
GO:0008585,female gonad development,2,0,0.01,1.0000
GO:0008589,regulation of smoothened signaling pathw...,2,0,0.01,1.0000
GO:0008593,regulation of Notch signaling pathway,10,0,0.03,1.0000
GO:0008610,lipid biosynthetic process,5,0,0.01,1.0000
GO:0008631,intrinsic apoptotic signaling pathway in...,5,0,0.01,1.0000
GO:0008637,apoptotic mitochondrial changes,4,0,0.01,1.0000
GO:0008643,carbohydrate transport,3,0,0.01,1.0000
GO:0008645,hexose transmembrane transport,3,0,0.01,1.0000
GO:0009056,catabolic process,32,0,0.09,1.0000
GO:0009057,macromolecule catabolic process,22,0,0.06,1.0000
GO:0009060,aerobic respiration,1,0,0,1.0000
GO:0009100,glycoprotein metabolic process,1,0,0,1.0000
GO:0009117,nucleotide metabolic process,5,0,0.01,1.0000
GO:0009132,nucleoside diphosphate metabolic process,4,0,0.01,1.0000
GO:0009135,purine nucleoside diphosphate metabolic ...,4,0,0.01,1.0000
GO:0009150,purine ribonucleotide metabolic process,5,0,0.01,1.0000
GO:0009152,purine ribonucleotide biosynthetic proce...,4,0,0.01,1.0000
GO:0009165,nucleotide biosynthetic process,4,0,0.01,1.0000
GO:0009179,purine ribonucleoside diphosphate metabo...,4,0,0.01,1.0000
GO:0009185,ribonucleoside diphosphate metabolic pro...,4,0,0.01,1.0000
GO:0009250,glucan biosynthetic process,4,0,0.01,1.0000
GO:0009251,glucan catabolic process,4,0,0.01,1.0000
GO:0009259,ribonucleotide metabolic process,5,0,0.01,1.0000
GO:0009260,ribonucleotide biosynthetic process,4,0,0.01,1.0000
GO:0009267,cellular response to starvation,4,0,0.01,1.0000
GO:0009395,phospholipid catabolic process,5,0,0.01,1.0000
GO:0009408,response to heat,3,0,0.01,1.0000
GO:0009451,RNA modification,1,0,0,1.0000
GO:0009566,fertilization,8,0,0.02,1.0000
GO:0009615,response to virus,9,0,0.03,1.0000
GO:0009743,response to carbohydrate,13,0,0.04,1.0000
GO:0009744,response to sucrose,4,0,0.01,1.0000
GO:0009746,response to hexose,9,0,0.03,1.0000
GO:0009749,response to glucose,9,0,0.03,1.0000
GO:0009790,embryo development,19,0,0.05,1.0000
GO:0009791,post-embryonic development,11,0,0.03,1.0000
GO:0009792,embryo development ending in birth or eg...,15,0,0.04,1.0000
GO:0009798,axis specification,2,0,0.01,1.0000
GO:0009799,specification of symmetry,9,0,0.03,1.0000
GO:0009826,unidimensional cell growth,1,0,0,1.0000
GO:0009855,determination of bilateral symmetry,9,0,0.03,1.0000
GO:0009880,embryonic pattern specification,9,0,0.03,1.0000
GO:0009886,post-embryonic animal morphogenesis,1,0,0,1.0000
GO:0009888,tissue development,28,0,0.08,1.0000
GO:0009890,negative regulation of biosynthetic proc...,16,0,0.04,1.0000
GO:0009891,positive regulation of biosynthetic proc...,22,0,0.06,1.0000
GO:0009892,negative regulation of metabolic process,45,0,0.13,1.0000
GO:0009894,regulation of catabolic process,16,0,0.04,1.0000
GO:0009895,negative regulation of catabolic process,6,0,0.02,1.0000
GO:0009896,positive regulation of catabolic process,10,0,0.03,1.0000
GO:0009913,epidermal cell differentiation,1,0,0,1.0000
GO:0009914,hormone transport,2,0,0.01,1.0000
GO:0009948,anterior/posterior axis specification,2,0,0.01,1.0000
GO:0009952,anterior/posterior pattern specification,5,0,0.01,1.0000
GO:0009953,dorsal/ventral pattern formation,4,0,0.01,1.0000
GO:0009966,regulation of signal transduction,42,0,0.12,1.0000
GO:0009967,positive regulation of signal transducti...,19,0,0.05,1.0000
GO:0009968,negative regulation of signal transducti...,15,0,0.04,1.0000
GO:0010243,response to organonitrogen compound,48,0,0.13,1.0000
GO:0010256,endomembrane system organization,33,0,0.09,1.0000
GO:0010389,regulation of G2/M transition of mitotic...,11,0,0.03,1.0000
GO:0010390,histone monoubiquitination,3,0,0.01,1.0000
GO:0010469,regulation of signaling receptor activit...,5,0,0.01,1.0000
GO:0010498,proteasomal protein catabolic process,3,0,0.01,1.0000
GO:0010517,regulation of phospholipase activity,5,0,0.01,1.0000
GO:0010518,positive regulation of phospholipase act...,5,0,0.01,1.0000
GO:0010543,regulation of platelet activation,5,0,0.01,1.0000
GO:0010544,negative regulation of platelet activati...,5,0,0.01,1.0000
GO:0010557,positive regulation of macromolecule bio...,17,0,0.05,1.0000
GO:0010558,negative regulation of macromolecule bio...,16,0,0.04,1.0000
GO:0010563,negative regulation of phosphorus metabo...,11,0,0.03,1.0000
GO:0010564,regulation of cell cycle process,11,0,0.03,1.0000
GO:0010573,vascular endothelial growth factor produ...,1,0,0,1.0000
GO:0010574,regulation of vascular endothelial growt...,1,0,0,1.0000
GO:0010575,positive regulation of vascular endothel...,1,0,0,1.0000
GO:0010605,negative regulation of macromolecule met...,43,0,0.12,1.0000
GO:0010608,posttranscriptional regulation of gene e...,20,0,0.06,1.0000
GO:0010611,regulation of cardiac muscle hypertrophy,5,0,0.01,1.0000
GO:0010612,regulation of cardiac muscle adaptation,3,0,0.01,1.0000
GO:0010614,negative regulation of cardiac muscle hy...,5,0,0.01,1.0000
GO:0010616,negative regulation of cardiac muscle ad...,3,0,0.01,1.0000
GO:0010623,programmed cell death involved in cell d...,1,0,0,1.0000
GO:0010628,positive regulation of gene expression,5,0,0.01,1.0000
GO:0010629,negative regulation of gene expression,30,0,0.08,1.0000
GO:0010638,positive regulation of organelle organiz...,13,0,0.04,1.0000
GO:0010639,negative regulation of organelle organiz...,7,0,0.02,1.0000
GO:0010640,regulation of platelet-derived growth fa...,1,0,0,1.0000
GO:0010648,negative regulation of cell communicatio...,15,0,0.04,1.0000
GO:0010675,regulation of cellular carbohydrate meta...,14,0,0.04,1.0000
GO:0010676,positive regulation of cellular carbohyd...,4,0,0.01,1.0000
GO:0010692,regulation of alkaline phosphatase activ...,3,0,0.01,1.0000
GO:0010694,positive regulation of alkaline phosphat...,3,0,0.01,1.0000
GO:0010717,regulation of epithelial to mesenchymal ...,5,0,0.01,1.0000
GO:0010718,positive regulation of epithelial to mes...,5,0,0.01,1.0000
GO:0010720,positive regulation of cell development,2,0,0.01,1.0000
GO:0010765,positive regulation of sodium ion transp...,6,0,0.02,1.0000
GO:0010810,regulation of cell-substrate adhesion,3,0,0.01,1.0000
GO:0010811,positive regulation of cell-substrate ad...,3,0,0.01,1.0000
GO:0010817,regulation of hormone levels,14,0,0.04,1.0000
