Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Term	
GOTERM_BP_DIRECT	37	1.03554436	0.001406029	"P90921, Q11176, Q9TXQ1, Q19749, Q21735, P29691, P04630, O17287, P52899, O61199, P0DM42, P35129, Q23445, Q10576, Q10651, O17214, Q09510, P90789, P17140, Q18359, O16277, Q18786, P27604, P53013, P41937, Q9N4I4, P05153, P17139, P45962, O16305, O01159, Q20655, Q10002, Q09225, P49180, Q16595, Q18297"	3115	77	10371	1.599829063	0.999470954	0.180071192	2.661287486	GO:0009792	embryo development ending in birth or egg hatching
GOTERM_BP_DIRECT	13	0.36383991	0.001428641	"P11498, Q9QXD6, Q589R5, P05153, Q54NE6, P36871, P00504, Q9UBX3, O35077, P07953, Q3ZBD7, Q29RK2, A6QLU1"	3115	18	10371	2.404547887	0.999531443	0.178448231	2.703533194	GO:0006094	gluconeogenesis
GOTERM_BP_DIRECT	9	0.251889169	0.001592431	"Q7ZWE9, P13086, Q8TFN0, Q920P5, Q01768, Q96M32, Q9Y6K8, Q5M7G4, A4IFD0"	3115	10	10371	2.996436597	0.999805567	0.19235735	3.009021232	GO:0009142	nucleoside triphosphate biosynthetic process
GOTERM_BP_DIRECT	9	0.251889169	0.001592431	"Q91YR1, Q08509, Q9W2N0, Q5XI32, P35241, F1M3L7, P02640, P26043, Q9U9K0"	3115	10	10371	2.996436597	0.999805567	0.19235735	3.009021232	GO:0051016	barbed-end actin filament capping
GOTERM_BP_DIRECT	11	0.30786454	0.001666342	"P24539, P90921, Q24407, O01666, Q9Z1G4, O75947, Q28852, Q05825, P80021, Q5R546, P02721"	3115	14	10371	2.615936712	0.999869271	0.195960464	3.146576025	GO:0015986	ATP synthesis coupled proton transport
GOTERM_BP_DIRECT	11	0.30786454	0.001666342	"Q8BGT5, Q9D6R2, Q4R502, Q9CQX8, P00504, P42232, P52632, Q28F67, Q8N5Z0, Q6YP21, Q6GM82"	3115	14	10371	2.615936712	0.999869271	0.195960464	3.146576025	GO:0006103	2-oxoglutarate metabolic process
GOTERM_BP_DIRECT	10	0.279876854	0.001693156	"Q5R8R1, Q92747, Q3MHR7, O15145, P14373, Q9CPW4, Q62158, P59999, Q5BL41, Q1JP79"	3115	12	10371	2.774478331	0.999886805	0.194540885	3.196433619	GO:0034314	Arp2/3 complex-mediated actin nucleation
GOTERM_BP_DIRECT	27	0.755667506	0.001934482	"P90921, Q11176, Q21735, Q19749, P29691, Q21086, P52899, O61199, P0DM42, Q9U489, P35129, Q23445, Q10651, O17214, P90789, P17140, Q18786, P53013, Q9N4I4, P17139, Q23551, Q15061, O16305, Q20655, P49180, Q9BMN8, Q18297"	3115	52	10371	1.728713421	0.999969038	0.214518973	3.644056535	GO:0000003	reproduction
GOTERM_BP_DIRECT	25	0.699692135	0.001982043	"Q9R013, P25789, P25786, P25787, P40307, Q9Z2U1, A1E295, Q920A5, Q9H3G5, P70195, P28024, Q2TBX6, Q9WUU7, Q27968, O35186, P60901, Q95M12, P05689, P35559, P00787, Q8CGK3, Q9CWH6, Q3MHN0, O88696, P28075"	3115	47	10371	1.770943615	0.999976019	0.214770003	3.73204372	GO:0051603	proteolysis involved in cellular protein catabolic process
GOTERM_BP_DIRECT	15	0.419815281	0.002083982	"P27659, Q7ZTZ2, P62752, Q9UKD2, P22451, O61231, P39872, O16797, P35979, P62914, Q3SZZ0, P47911, Q2YGT9, Q9NU22, Q9JJ80"	3115	23	10371	2.171330867	0.999986133	0.220090272	3.920372505	GO:0000027	ribosomal large subunit assembly
GOTERM_BP_DIRECT	30	0.839630563	0.002123815	"O75175, Q9EPH8, Q96J94, P20965, Q61496, Q9NZN8, Q8VEG6, Q8NFH3, Q6ZQ08, P30876, Q8C7Q4, Q58EK5, C0H906, A2CEI6, P29341, A2BHJ4, Q4R5S7, Q8CDF7, P24928, Q9QZ81, Q8K0V4, Q9VUJ0, B4KCD5, P11940, Q8CJG0, Q9UKX7, Q60809, Q78PY7, Q5R6Z6, E7FAM5"	3115	60	10371	1.664686998	0.999988805	0.219504468	3.993868984	GO:0031047	gene silencing by RNA
GOTERM_BP_DIRECT	56	1.567310383	0.002287488	"O54774, Q96DA2, P84082, P11442, Q9BXS5, P49951, Q96RU3, G3X9K3, Q9Z1Z0, Q99K28, Q0VFM0, Q99PW8, P22892, P25228, O08585, Q5ZIT5, Q9D1D4, P62494, Q5R8H3, Q5U305, Q9H270, P56377, O75131, Q6PEH1, Q7ZUN8, P61294, O70439, P51156, Q27954, O54692, P35606, Q9I8E6, Q7SZE5, Q9UPT6, Q13492, Q58A65, P36975, Q23445, Q5R8Z6, O18334, P59015, P97390, P51644, Q9SHU5, Q13367, P49020, O95487, Q6P7L4, P50395, Q7M6Y3, Q13439, P17427, P35589, Q15438, Q5F3X8, Q8BMI3"	3115	131	10371	1.423243846	0.999995354	0.229924877	4.295298815	GO:0016192	vesicle-mediated transport
GOTERM_BP_DIRECT	47	1.315421215	0.002314612	"Q9R1C7, Q15262, P00523, Q6R891, Q5VZK9, P67999, P41241, P11584, Q9WUM3, P52899, Q9WV60, P10586, Q60841, Q4H4B6, Q00651, A2A8L5, Q9JLQ0, P35129, Q96B97, P08962, Q9XSK2, Q95334, P28648, Q9CPW4, Q18786, Q14517, P32577, Q96JJ3, P58751, O55173, Q6EDY6, Q16658, O16305, Q14185, Q6RUV5, Q9H939, Q92614, Q9VU84, Q9R087, O88307, Q28709, O01367, P60484, O54874, Q62077, Q659X0, O54890"	3115	106	10371	1.476231867	0.999995984	0.228069818	4.345166547	GO:0016477	cell migration
GOTERM_BP_DIRECT	14	0.391827596	0.002434303	"Q9WTP7, P63018, Q9WTP6, Q6PIW4, Q9NTK5, A4IFD0, P70705, O18404, Q5NVM9, P38606, Q91VD9, Q920P5, Q01433, Q9Y6K8"	3115	21	10371	2.219582665	0.99999789	0.234102606	4.564920698	GO:0046034	ATP metabolic process
GOTERM_BP_DIRECT	13	0.36383991	0.002821727	"D3ZSI8, P49020, O70511, Q01082, G5E8K5, Q62261, P35613, Q86VP3, Q02357, P16157, Q8C5L6, Q810U3, Q01484"	3115	19	10371	2.277992735	0.999999737	0.261422856	5.272959373	GO:0072661	protein targeting to plasma membrane
GOTERM_BP_DIRECT	25	0.699692135	0.002849161	"Q11176, Q21735, P29691, Q21086, O17287, P0DM42, O61199, P35129, Q9U489, Q23445, Q10651, O17214, P90789, Q09510, P17140, Q18359, O16277, Q18786, P27604, P53013, Q9N4I4, P17139, O01159, Q20655, P49180"	3115	48	10371	1.734048957	0.999999773	0.259167315	5.322906894	GO:0002119	nematode larval development
GOTERM_BP_DIRECT	30	0.839630563	0.002902804	"P51174, Q5R896, Q5R833, Q91X83, P04040, P51650, P47856, Q9GZT4, P08503, P82808, P70460, Q60710, Q08379, Q08257, Q2TA49, P35623, Q14117, P32320, Q9CQ62, P00432, Q9Y3Z3, P35559, P34897, Q9QXD6, Q5ZJL9, P15651, P04179, P10758, Q8TCT9, Q3ZBD3"	3115	61	10371	1.637397048	0.99999983	0.25900322	5.42050047	GO:0051289	protein homotetramerization
GOTERM_BP_DIRECT	12	0.335852225	0.003236181	"O43805, Q8BKE9, Q6INU8, Q99PW8, O35594, Q6PGZ3, Q8BS45, Q1LZB4, Q5EA95, A7MBP4, Q66I67, Q9Y547"	3115	17	10371	2.350146351	0.999999972	0.279589936	6.024883509	GO:0042073	intraciliary transport
GOTERM_BP_DIRECT	12	0.335852225	0.003236181	"Q06210, P05153, P00367, O18373, Q6PEI7, Q9Z0L8, P19891, Q5RA96, P51650, P47856, O43175, P82808"	3115	17	10371	2.350146351	0.999999972	0.279589936	6.024883509	GO:0006541	glutamine metabolic process
GOTERM_BP_DIRECT	22	0.615729079	0.003550131	"Q27268, Q9Y6V7, Q5RKI1, Q8K4L0, Q3T147, Q63413, Q61496, Q3B8Q1, Q7ZVA6, Q9JIK5, Q9BUQ8, Q3ZBV2, Q90WU3, Q92841, Q9QZ81, P23128, Q99MJ9, Q4TVV3, Q8CJG0, Q61656, O00148, Q5RE47"	3115	41	10371	1.786493364	0.999999995	0.297522605	6.590699089	GO:0010501	RNA secondary structure unwinding
GOTERM_BP_DIRECT	11	0.30786454	0.003655386	"O75897, P0DMN0, O00338, Q3T0Y3, P19217, O43704, Q8JG30, P49888, P50225, Q06520, Q3UZZ6"	3115	15	10371	2.441540931	0.999999997	0.300241395	6.779671667	GO:0051923	sulfation
GOTERM_BP_DIRECT	11	0.30786454	0.003655386	"B3RPX6, Q3T0B7, A5PK63, Q6QAP7, Q6P8D1, P31674, P62755, P62264, Q7QEH1, P62845, P46782"	3115	15	10371	2.441540931	0.999999997	0.300241395	6.779671667	GO:0000028	ribosomal small subunit assembly
GOTERM_BP_DIRECT	7	0.195913798	0.003798383	"Q9Y490, P26039, P07589, Q9HBL0, P23229, P11276, O54890"	3115	7	10371	3.329373997	0.999999999	0.305378122	7.035822909	GO:0007044	cell-substrate junction assembly
GOTERM_BP_DIRECT	30	0.839630563	0.003911885	"Q6GQN8, P51174, P56395, Q9N5Y2, Q8CHN6, Q6NYL3, P45954, Q9QYL8, Q704S8, O18404, O09174, Q3UNX5, Q3TLP5, Q6NV34, P52503, Q8BH95, Q9CQ62, Q9Z0R9, Q61425, Q28BL6, P42232, Q8VCW8, Q99JY0, Q91WG5, Q7ZUC7, Q9QUJ7, P40939, P52632, Q8BRK8, Q8VCC1"	3115	62	10371	1.610987418	0.999999999	0.308376348	7.238664669	GO:0006631	fatty acid metabolic process
GOTERM_BP_DIRECT	33	0.923593619	0.003915167	"Q9R1C7, Q01082, Q32KN8, Q9VXE5, Q9WV92, O00291, O43822, Q8T4F7, P16157, Q68FR8, Q01484, Q9Z221, P68370, Q9WV60, Q96B97, Q5XI32, Q9P212, Q9UPY6, Q5ZHN4, Q91ZU6, Q9NZQ3, Q6P9T8, Q5GN48, O94805, P02552, Q9H853, Q96JJ3, O70511, Q14185, Q6RUV5, Q9H939, P09645, O54874"	3115	70	10371	1.569562027	0.999999999	0.304177643	7.244525254	GO:0007010	cytoskeleton organization
GOTERM_BP_DIRECT	9	0.251889169	0.004297578	"P56597, Q7ZWE9, Q920P5, Q01768, Q96M32, Q9Y5B8, Q9Y6K8, Q5M7G4, A4IFD0"	3115	11	10371	2.72403327	1	0.323898013	7.924815829	GO:0006165	nucleoside diphosphate phosphorylation
GOTERM_BP_DIRECT	9	0.251889169	0.004297578	"Q13200, P25789, P25786, P25787, Q9Z2U1, Q15008, Q99460, Q9CWH6, P70195"	3115	11	10371	2.72403327	1	0.323898013	7.924815829	GO:0002479	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"
GOTERM_BP_DIRECT	9	0.251889169	0.004297578	"P52792, Q9R062, P36871, Q96G03, P35573, P13280, Q04446, P08503, Q9VFC8"	3115	11	10371	2.72403327	1	0.323898013	7.924815829	GO:0005978	glycogen biosynthetic process
GOTERM_BP_DIRECT	8	0.223901483	0.004298709	"O75897, P0DMN0, O00338, O95861, O43704, P49888, P50225, Q06520"	3115	9	10371	2.959443553	1	0.319542158	7.926822321	GO:0050427	3'-phosphoadenosine 5'-phosphosulfate metabolic process
GOTERM_BP_DIRECT	8	0.223901483	0.004298709	"Q9H903, Q5I598, O44441, P27653, P34897, P07607, P35623, Q9YH58"	3115	9	10371	2.959443553	1	0.319542158	7.926822321	GO:0035999	tetrahydrofolate interconversion
GOTERM_BP_DIRECT	35	0.97956899	0.004586991	"Q9R1C7, Q9WV92, Q9Y6M4, O43822, Q8T4F7, Q8INB9, P11584, P07686, Q28619, Q9VF87, P49614, Q62762, F1M3L7, P13395, Q96B97, Q8BTH8, Q8BK63, P20936, Q08509, Q9UPY6, Q07076, Q811M1, P27600, P11276, P35241, Q32PI1, Q05397, P07589, P14318, P02640, P26043, P20073, P20072, Q06486, Q12959"	3115	76	10371	1.533264341	1	0.332443735	8.436522244	GO:0008360	regulation of cell shape
GOTERM_BP_DIRECT	20	0.559753708	0.005255009	"Q6XE24, Q63413, Q767L0, P10160, Q6A0A2, Q5RBD3, P47897, P67999, Q80XI3, Q9BY77, Q8C7Q4, Q8R081, P11940, O55135, Q64350, F1LQ48, Q90705, P07909, Q14103, P48809"	3115	37	10371	1.79966162	1	0.365978126	9.607361007	GO:0045727	positive regulation of translation
GOTERM_BP_DIRECT	64	1.791211867	0.005852604	"P63018, P98158, Q13867, P67999, P08503, Q9GZT4, P13595, Q8BY87, P16435, P80404, P28827, Q3THS6, P55096, Q80U96, Q9Z0L8, P08228, P06795, P39447, P58751, O76094, P13596, P04179, O15118, Q9WVR3, P60484, P06276, Q9UM54, A8MU46, P21775, P16257, P54277, P29972, B2GV06, P52564, P08011, O89000, P11387, P39060, P04040, P33121, P97852, P00491, P48508, Q5RBX7, O15439, P51910, Q9UHB9, P56941, P28840, Q61425, P13010, P41233, Q04519, P27600, P29147, P61805, Q8CG09, P33527, P08183, P50416, Q9UKK3, P40939, P07607, Q99758"	3115	159	10371	1.340125382	1	0.39321756	10.64273079	GO:0042493	response to drug
GOTERM_BP_DIRECT	38	1.063532046	0.00698826	"O57476, P23727, Q9Z265, P28660, P15253, O00291, P80311, Q6EE31, Q13188, Q9JI10, Q01484, P51610, Q3T0K2, Q5ZJK8, O77622, P61765, D3ZSZ3, O95817, Q7Z5G4, A3KPW9, Q9UBV2, Q61191, P56695, P21333, Q05655, Q05204, Q93009, Q3ZBH0, Q2T9X2, P24367, P05300, P23284, Q9BXJ9, Q8BTM8, P10040, P60484, Q5XIH7, P83436"	3115	86	10371	1.471118743	1	0.444307653	12.57942279	GO:0050821	protein stabilization
GOTERM_BP_DIRECT	11	0.30786454	0.007137558	"O46036, Q6PDG5, O54941, Q56A18, Q8TAQ2, A7Z019, Q14839, G3V9R8, Q60972, O60264, O97159"	3115	16	10371	2.288944623	1	0.446174114	12.8310491	GO:0043044	ATP-dependent chromatin remodeling
GOTERM_BP_DIRECT	20	0.559753708	0.007593265	"Q13200, P25789, Q9WU49, Q01105, P25786, Q92973, P25787, Q04637, Q99460, Q05655, Q9Y2V2, O95453, P11940, Q15024, Q15008, Q6GQD3, Q76LC6, Q14103, P04792, Q8NC51"	3115	38	10371	1.752302104	1	0.461651599	13.59485869	GO:0043488	regulation of mRNA stability
GOTERM_BP_DIRECT	23	0.643716765	0.008193635	"Q8R3N6, Q27268, Q9CY57, Q3T147, Q63413, Q9Z0W3, P52594, Q9V535, Q8BH74, Q3ZBV2, Q8NFH3, Q5RBU8, Q9BY77, Q9UBU9, Q9D1J3, Q08170, C0H906, Q9UKX7, Q16629, O00148, Q2HJ60, Q96J01, P60897"	3115	46	10371	1.664686998	1	0.482339973	14.59145454	GO:0006406	mRNA export from nucleus
GOTERM_BP_DIRECT	10	0.279876854	0.008300973	"O35226, Q98SH3, Q6P877, P84169, F6P3G4, Q6PDI5, Q58DA0, Q5IFJ8, Q1LXS2, P60897"	3115	14	10371	2.378124283	1	0.481745055	14.76848058	GO:0043248	proteasome assembly
GOTERM_BP_DIRECT	10	0.279876854	0.008300973	"Q9W4P5, Q9V3J1, P38606, Q5XH14, Q9Z1G4, Q8AVM5, P54611, Q05825, P80021, Q5R546"	3115	14	10371	2.378124283	1	0.481745055	14.76848058	GO:0015991	ATP hydrolysis coupled proton transport
GOTERM_BP_DIRECT	13	0.36383991	0.008744987	"Q5R8R1, Q9WV60, Q94887, Q6EDY6, Q01518, Q24524, Q68CZ1, Q9Z2W1, O00506, P10040, Q9V8R9, Q14517, Q12959"	3115	21	10371	2.061041046	1	0.494679842	15.49707733	GO:0007163	establishment or maintenance of cell polarity
GOTERM_BP_DIRECT	9	0.251889169	0.00950642	"P02466, P02467, A2AX52, Q9BXJ5, P70582, Q6IR41, P17955, Q9BXI9, P56558"	3115	12	10371	2.497030498	1	0.518897591	16.73281394	GO:0070208	protein heterotrimerization
GOTERM_BP_DIRECT	17	0.475790652	0.009530864	"Q6V0I7, P46940, Q60631, Q01085, P18460, D3ZVM4, O02373, O43251, P24928, P30876, Q5R8Z8, E1BJS7, B4F7A7, Q1PRL4, E7FAM5, F6QEU4, Q2PZL6"	3115	31	10371	1.82578574	1	0.514819176	16.77219926	GO:0008543	fibroblast growth factor receptor signaling pathway
GOTERM_BP_DIRECT	12	0.335852225	0.010552049	"Q66HL2, Q9UPY6, Q0V8F1, Q0IHI3, Q6RUV5, E7F568, P02640, P59999, Q9BDK2, O70566, P55008, Q14247"	3115	19	10371	2.102762524	1	0.546159746	18.4018876	GO:0030041	actin filament polymerization
GOTERM_BP_DIRECT	8	0.223901483	0.010613358	"O95995, Q8C6S9, Q8N0X2, Q63164, Q39575, Q5TYW6, Q96N23, Q8IYW2"	3115	10	10371	2.663499197	1	0.54330496	18.49876123	GO:0060294	cilium movement involved in cell motility
GOTERM_BP_DIRECT	8	0.223901483	0.010613358	"P15215, Q9VF87, B0FYY4, P23229, P11584, P35555, Q00174, O54890"	3115	10	10371	2.663499197	1	0.54330496	18.49876123	GO:0033627	cell adhesion mediated by integrin
GOTERM_BP_DIRECT	8	0.223901483	0.010613358	"Q8CAQ8, Q9Y4W6, P70549, A4IG32, P79134, S4R2P9, Q08BI9, P57103"	3115	10	10371	2.663499197	1	0.54330496	18.49876123	GO:0051560	mitochondrial calcium ion homeostasis
GOTERM_BP_DIRECT	8	0.223901483	0.010613358	"P46940, P70705, P00523, P35241, P26043, Q9WUM3, P09324, O54890"	3115	10	10371	2.663499197	1	0.54330496	18.49876123	GO:0036120	cellular response to platelet-derived growth factor stimulus
GOTERM_BP_DIRECT	8	0.223901483	0.010613358	"P91929, O75489, Q9Z1P6, Q0MQI9, Q94519, P52503, Q02369, P09623"	3115	10	10371	2.663499197	1	0.54330496	18.49876123	GO:0006120	"mitochondrial electron transport, NADH to ubiquinone"
GOTERM_BP_DIRECT	6	0.167926113	0.010958803	"P11498, P05153, Q8BMF3, Q19749, P35613, Q29RK2"	3115	6	10371	3.329373997	1	0.549974942	19.04255673	GO:0006090	pyruvate metabolic process
GOTERM_BP_DIRECT	6	0.167926113	0.010958803	"Q7ZVY5, P42232, Q91V92, P52632, Q99798, P21399"	3115	6	10371	3.329373997	1	0.549974942	19.04255673	GO:0006101	citrate metabolic process
GOTERM_BP_DIRECT	6	0.167926113	0.010958803	"O02776, Q9EPA7, P26446, Q9R152, P09874, Q9UKK9"	3115	6	10371	3.329373997	1	0.549974942	19.04255673	GO:1990966	ATP generation from poly-ADP-D-ribose
GOTERM_BP_DIRECT	6	0.167926113	0.010958803	"Q9QXD6, Q06210, P52034, P37837, P47856, P82808"	3115	6	10371	3.329373997	1	0.549974942	19.04255673	GO:0006002	fructose 6-phosphate metabolic process
GOTERM_BP_DIRECT	6	0.167926113	0.010958803	"Q2T9X2, Q5ZJK8, Q3T0K2, O77622, Q6EE31, Q3ZBH0"	3115	6	10371	3.329373997	1	0.549974942	19.04255673	GO:1904871	positive regulation of protein localization to Cajal body
GOTERM_BP_DIRECT	6	0.167926113	0.010958803	"P24539, P08574, Q9UJZ1, P00428, O75947, Q24439"	3115	6	10371	3.329373997	1	0.549974942	19.04255673	GO:0042776	mitochondrial ATP synthesis coupled proton transport
GOTERM_BP_DIRECT	6	0.167926113	0.010958803	"Q9P2T1, P21265, Q8TFN0, Q01768, P31006, P15454"	3115	6	10371	3.329373997	1	0.549974942	19.04255673	GO:0006163	purine nucleotide metabolic process
GOTERM_BP_DIRECT	7	0.195913798	0.01131634	"A4IHW6, Q06210, O95394, Q9VAI0, P47856, P82808, Q91YN5"	3115	8	10371	2.913202247	1	0.556765111	19.60176556	GO:0006048	UDP-N-acetylglucosamine biosynthetic process
GOTERM_BP_DIRECT	7	0.195913798	0.01131634	"Q9ESX5, Q2T9X2, Q5ZJK8, Q3T0K2, O77622, Q6EE31, Q3ZBH0"	3115	8	10371	2.913202247	1	0.556765111	19.60176556	GO:1904874	positive regulation of telomerase RNA localization to Cajal body
GOTERM_BP_DIRECT	7	0.195913798	0.01131634	"Q00963, Q01082, Q9NRC6, P13395, Q62261, P02640, P26043"	3115	8	10371	2.913202247	1	0.556765111	19.60176556	GO:0051693	actin filament capping
GOTERM_BP_DIRECT	16	0.447802967	0.011650098	"Q9VU68, Q02645, A2ASS6, P19351, Q8WZ42, P05094, P11584, Q5VST9, Q9I7U4, Q99323, B0FYY4, O75112, P18091, O01367, P82147, Q24400"	3115	29	10371	1.836895998	1	0.56254021	20.1204765	GO:0045214	sarcomere organization
GOTERM_BP_DIRECT	35	0.97956899	0.01173213	"P25789, Q9WTX6, O75179, Q61187, Q8BR07, P11387, Q86VP3, Q8NFH3, Q9BXS5, P43487, Q93034, O43432, Q15056, P11233, Q7Z5K2, Q62165, P28749, Q13619, Q05086, Q01105, Q9Y490, Q92973, Q8NDT2, Q5T4S7, P18754, Q04637, O00499, O75970, Q93009, Q9UBU9, Q9SF85, Q9UKX7, O95295, O00410, Q12959"	3115	80	10371	1.456601124	1	0.56036621	20.24748027	GO:0016032	viral process
GOTERM_BP_DIRECT	24	0.67170445	0.012228897	"Q9UGM3, P25324, Q07076, Q3T0Y3, P48818, P28648, Q8VCT4, O43704, P37397, Q5RCU5, A1E295, P00787, Q3T0P6, P16152, P08132, D4A1J4, Q9Y2Q3, P38486, Q9BYE9, P50416, P02640, Q9H0E2, P20073, P20072"	3115	50	10371	1.598099518	1	0.570803638	21.01250587	GO:0030855	epithelial cell differentiation
GOTERM_BP_DIRECT	32	0.895605933	0.012694043	"P60670, Q6NZC7, Q9Z160, Q9VXE5, Q9BVG8, O54692, P11442, Q5R7A4, Q9CZ44, G3X9K3, Q9Z1Z0, Q8NF91, Q9VQ93, Q8NHH9, Q923S9, Q86YS6, Q8BK63, P49256, Q8CF97, Q9Y6D6, Q9D1D4, O14976, P49020, Q14746, Q9NRC6, Q9R064, Q92614, Q3MHG0, Q62902, P46461, P83436, Q06486"	3115	72	10371	1.479721776	1	0.579833138	21.72252571	GO:0007030	Golgi organization
GOTERM_BP_DIRECT	11	0.30786454	0.012710953	"Q14974, Q92973, Q76P29, P70582, Q62165, O35345, O35344, F4KF65, Q9NZQ3, O00410, H2QII6"	3115	17	10371	2.154300821	1	0.575741583	21.74822349	GO:0006607	NLS-bearing protein import into nucleus
GOTERM_BP_DIRECT	11	0.30786454	0.012710953	"P23469, Q91W39, A2A8L5, B4JSC2, Q9HCD5, Q09024, P67999, Q9WVR3, Q05655, Q9JI85, Q8C5L6"	3115	17	10371	2.154300821	1	0.575741583	21.74822349	GO:0046627	negative regulation of insulin receptor signaling pathway
GOTERM_BP_DIRECT	17	0.475790652	0.013833111	"P30946, Q9UEW8, Q90474, P31948, Q5XHZ0, Q8LGG8, Q2FXL6, P54646, P42297, A0QZA1, O57521, Q49YE0, O95433, Q8BRK8, Q66HD0, O07552, P04809"	3115	32	10371	1.768729936	1	0.602321109	23.4357899	GO:0006950	response to stress
GOTERM_BP_DIRECT	13	0.36383991	0.014048156	"Q6P7A9, Q9WV60, Q9W391, Q91WG5, Q9WUB3, Q6NVU2, Q07130, P41236, Q5I085, Q04446, P62138, Q9UGJ0, Q9VFC8"	3115	22	10371	1.967357362	1	0.603518481	23.75522439	GO:0005977	glycogen metabolic process
GOTERM_BP_DIRECT	52	1.455359642	0.015097419	"P98156, O75096, Q4I963, Q9Y6M4, Q98931, Q96RU3, O75197, Q3T0C9, Q8WV41, Q62762, Q96B97, Q5ZMP6, Q5T1M5, Q9Z1Z3, Q810B6, O08585, Q9SN68, Q9UBC2, O00499, A1A4L0, O60749, P21575, O88307, O15118, Q9WVR3, Q8AXV0, Q9UM54, A7Z035, Q9JI18, Q9UNH7, Q5VWJ9, P62944, Q13492, Q12965, Q3TZZ7, Q94CF0, Q8IVI9, Q8K021, P56941, Q8BTH8, Q8IUN9, Q9WVE8, Q4V920, P62744, Q6DCZ7, Q6C0Y0, Q7M6Y3, P17427, Q6RUV5, Q95209, Q641Z6, Q06486"	3115	130	10371	1.331749599	1	0.625725971	25.29579133	GO:0006897	endocytosis
GOTERM_BP_DIRECT	27	0.755667506	0.015336475	"P51659, Q9BXB1, O35115, G3V9R8, P11442, P04040, Q7TMK9, Q6PIW4, P35550, Q99PL5, P97852, Q9D024, Q9BQG0, Q00839, Q80YX1, Q3B8Q1, P00432, O75643, O75165, Q9JIK5, P41252, P62282, Q28298, Q78PY7, Q9P2H3, P62845, Q29486"	3115	59	10371	1.523611829	1	0.627144005	25.64263249	GO:0001649	osteoblast differentiation
GOTERM_BP_DIRECT	12	0.335852225	0.017168142	"Q9Y490, Q3T149, P26039, P61765, Q5R5V4, E9PV24, Q922R8, P21333, Q8BTM8, O35930, P04792, O54890"	3115	20	10371	1.997624398	1	0.664593206	28.24995598	GO:0070527	platelet aggregation
GOTERM_BP_DIRECT	9	0.251889169	0.018259327	"Q2T9X2, Q28983, Q5ZJK8, Q3T0K2, Q9Y493, Q80X50, Q6EE31, Q3ZBH0, O88799"	3115	13	10371	2.304951229	1	0.683036843	29.76178419	GO:0007339	binding of sperm to zona pellucida
GOTERM_BP_DIRECT	9	0.251889169	0.018259327	"Q9EPH8, P11940, P20965, Q9HCJ0, Q8CJG0, Q60809, Q6ZQ08, P29341, Q9QZ81"	3115	13	10371	2.304951229	1	0.683036843	29.76178419	GO:1900153	"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GOTERM_BP_DIRECT	31	0.867618248	0.018840755	"Q8IYX7, Q5DU00, Q6PGZ3, Q9JLI7, P26009, Q6GQN0, Q66I67, Q8C6S9, Q8BKE9, Q99PW8, B0BM24, O35594, Q8BSN3, Q96M32, Q9NYC9, Q9UHG0, Q5XI32, P53708, Q39565, Q6AYP6, Q6PB44, Q3UGF1, P42700, B2RY50, Q5R5V4, P45962, Q4R6T7, Q61371, Q8BTM8, Q5M9P8, Q8C4B4"	3115	71	10371	1.453670337	1	0.690338395	30.55496736	GO:0030030	cell projection organization
GOTERM_BP_DIRECT	11	0.30786454	0.021003896	"P19803, P16056, O75051, Q07E01, Q6RUV5, P21333, Q8BTM8, Q6BEA0, P70207, Q9HCM2, Q75ZY9"	3115	18	10371	2.034617442	1	0.725673766	33.43200875	GO:0071526	semaphorin-plexin signaling pathway
GOTERM_BP_DIRECT	11	0.30786454	0.021003896	"Q9NYV4, Q95KI0, O35737, Q9H0Z9, Q60HC3, Q7ZVR8, Q66II8, Q8R003, Q91Y44, P17133, O43251"	3115	18	10371	2.034617442	1	0.725673766	33.43200875	GO:0043484	regulation of RNA splicing
GOTERM_BP_DIRECT	8	0.223901483	0.021665974	"D3ZSI8, Q6RUV5, A6H7G2, Q9WVR3, Q9BDK2, Q8C5L6, P55008, Q96DR7"	3115	11	10371	2.421362907	1	0.732774434	34.28976402	GO:0097178	ruffle assembly
GOTERM_BP_DIRECT	8	0.223901483	0.021665974	"Q9VF08, O35094, Q3SZC1, Q6DFM9, Q9U4L6, Q5XKA2, O17287, P97576"	3115	11	10371	2.421362907	1	0.732774434	34.28976402	GO:0030150	protein import into mitochondrial matrix
GOTERM_BP_DIRECT	8	0.223901483	0.021665974	"Q5NVM9, P63018, Q6AYL5, Q08E38, Q7ZWA3, Q6PFR5, O22703, Q5R7R9"	3115	11	10371	2.421362907	1	0.732774434	34.28976402	GO:0048026	"positive regulation of mRNA splicing, via spliceosome"
